,id,time_on_site,positive_rating,neutral_rating,negative_rating,listing,listing_gmv,sale,buyers,gmv,listing_per_day,clusters
631208,570699638,57,5,0,0,14,2493.0,5,5,1730.0,0.245614035088,1.0
631412,570855432,63,1,0,0,34,4849.0,1,1,12.0,0.539682539683,1.0
631494,570918228,13,11,2,0,69,1629.0,13,11,332.0,5.30769230769,1.0
631522,570943789,6,4,0,0,26,4175.0,4,2,695.0,4.33333333333,1.0
631572,570982385,55,4,1,0,15,2698.0,5,5,1144.0,0.272727272727,1.0
631774,571124736,46,103,9,0,166,1897.0,123,119,1285.0,3.60869565217,1.0
632503,571684853,32,23,1,0,40,4926.0,25,23,1087.0,1.25,1.0
632946,572049710,20,3,1,0,66,2105.0,4,4,115.0,3.3,1.0
633393,572388339,76,9,0,0,59,2901.0,9,9,390.0,0.776315789474,1.0
633411,572397595,61,123,8,1,169,2668.0,137,125,2186.0,2.77049180328,1.0
633784,572686924,40,59,1,1,139,1335.0,61,59,630.0,3.475,1.0
633997,572834117,42,24,1,2,35,1438.0,32,31,1319.0,0.833333333333,1.0
634606,573306034,80,48,0,0,111,3315.0,53,50,1598.0,1.3875,1.0
634667,573353535,3,0,0,0,25,321.0,0,0,0.0,8.33333333333,1.0
635573,574038902,41,11,1,1,30,2901.0,13,12,776.0,0.731707317073,1.0
635577,574040574,18,9,0,0,198,11565.0,9,9,238.0,11.0,1.0
635762,574187017,45,2,0,0,68,4558.0,2,2,30.0,1.51111111111,1.0
636285,574595503,10,4,1,0,106,1410.0,5,5,55.0,10.6,1.0
637276,575313609,53,93,3,0,179,5308.0,101,98,2894.0,3.37735849057,1.0
637513,575500353,77,1,0,0,17,4474.0,1,1,150.0,0.220779220779,1.0
637628,575584167,67,31,3,0,87,1461.0,37,31,535.0,1.29850746269,1.0
637922,575820145,32,51,9,3,67,1478.0,64,62,1422.0,2.09375,1.0
638082,575937056,32,2,0,0,10,7432.0,2,2,260.0,0.3125,1.0
638108,575956803,4,2,0,0,30,347.0,2,2,33.0,7.5,1.0
638898,576602756,38,27,0,0,69,2176.0,28,28,784.0,1.81578947368,1.0
639143,576794241,59,16,0,0,115,4706.0,17,17,1028.0,1.94915254237,1.0
639375,576957043,78,13,1,0,70,2694.0,14,14,598.0,0.897435897436,1.0
639669,577191249,2,0,0,0,29,343.0,0,0,0.0,14.5,1.0
640637,577920736,33,32,6,0,44,767.0,40,40,737.0,1.33333333333,1.0
640965,578155671,43,58,1,0,175,1810.0,62,61,635.0,4.06976744186,1.0
642576,579297899,42,9,1,1,123,2380.0,12,12,168.0,2.92857142857,1.0
642712,579401984,17,4,2,0,75,6034.0,6,5,833.0,4.41176470588,1.0
643624,580106282,44,31,1,0,36,1743.0,36,33,1743.0,0.818181818182,1.0
643678,580142772,16,90,6,1,363,4795.0,100,95,1168.0,22.6875,1.0
643685,580151154,62,22,3,0,115,4479.0,27,27,1072.0,1.85483870968,1.0
643759,580210969,25,22,0,0,48,2688.0,22,17,1146.0,1.92,1.0
643775,580222839,9,11,1,0,54,758.0,12,12,166.0,6.0,1.0
643899,580307801,69,43,4,0,114,1287.0,48,46,546.0,1.65217391304,1.0
643955,580366834,78,57,3,1,435,4788.0,64,61,593.0,5.57692307692,1.0
645086,581165127,68,46,4,0,80,2426.0,54,51,1722.0,1.17647058824,1.0
645185,581241075,1,0,0,0,24,676.0,0,0,0.0,24.0,1.0
645247,581284438,68,42,8,4,226,8555.0,66,60,2431.0,3.32352941176,1.0
645991,581831342,2,0,0,0,47,529.0,0,0,0.0,23.5,1.0
646117,581911588,36,53,5,0,306,4265.0,59,58,1031.0,8.5,1.0
646645,582322779,66,39,4,1,83,1174.0,45,43,605.0,1.25757575758,1.0
647052,582641389,33,31,2,0,69,1093.0,33,31,612.0,2.09090909091,1.0
647194,582741184,79,77,15,5,177,1343.0,124,121,977.0,2.24050632911,1.0
647659,583091584,56,127,6,0,151,2047.0,136,122,1881.0,2.69642857143,1.0
648886,583990216,4,0,0,0,27,412.0,0,0,0.0,6.75,1.0
648919,584006456,72,67,9,0,231,1973.0,76,70,421.0,3.20833333333,1.0
649170,584189591,77,87,3,1,97,2725.0,97,96,2725.0,1.25974025974,1.0
649631,584548526,30,43,1,0,102,1124.0,44,44,433.0,3.4,1.0
649643,584553888,63,113,13,1,395,8126.0,131,118,1822.0,6.26984126984,1.0
650073,584890908,74,28,0,0,63,3031.0,30,29,1383.0,0.851351351351,1.0
650240,585020443,35,2,0,0,46,5285.0,2,2,105.0,1.31428571429,1.0
650560,585272973,30,2,0,0,5,2860.0,2,2,1210.0,0.166666666667,1.0
651067,585658064,44,26,2,0,93,1974.0,29,28,481.0,2.11363636364,1.0
651289,585823957,3,0,0,0,25,208.0,0,0,0.0,8.33333333333,1.0
651780,586169548,72,65,5,1,132,1005.0,72,72,526.0,1.83333333333,1.0
651864,586233136,1,0,0,0,7,605.0,0,0,0.0,7.0,1.0
652393,586633279,67,110,3,0,441,8182.0,116,106,1447.0,6.58208955224,1.0
654286,588023580,11,13,2,0,136,2685.0,15,14,185.0,12.3636363636,1.0
654564,588226465,13,38,1,0,140,3057.0,39,24,1033.0,10.7692307692,1.0
654691,588314976,70,15,0,0,45,4085.0,15,15,689.0,0.642857142857,1.0
655520,588956775,30,12,0,0,66,3044.0,12,8,640.0,2.2,1.0
655643,589043465,67,30,0,0,102,2258.0,31,29,593.0,1.5223880597,1.0
656689,589804005,3,0,0,0,18,394.0,0,0,0.0,6.0,1.0
656710,589816125,20,2,0,0,126,3226.0,2,2,30.0,6.3,1.0
656834,589911092,31,6,0,0,90,3206.0,6,5,169.0,2.90322580645,1.0
656941,589994434,67,46,4,0,146,3955.0,50,49,828.0,2.17910447761,1.0
657171,590167547,44,19,1,0,112,1970.0,20,19,361.0,2.54545454545,1.0
657430,590365853,79,11,2,1,149,4742.0,14,14,315.0,1.88607594937,1.0
658017,590796002,2,0,0,0,20,350.0,0,0,0.0,10.0,1.0
658101,590856094,58,2,1,0,6,3514.0,3,3,340.0,0.103448275862,1.0
658409,591080598,1,0,0,0,8,320.0,0,0,0.0,8.0,1.0
659411,591808376,2,0,0,0,50,641.0,0,0,0.0,25.0,1.0
659456,591842073,72,21,1,0,53,1876.0,22,21,821.0,0.736111111111,1.0
660242,592447106,33,11,1,0,108,6052.0,12,12,502.0,3.27272727273,1.0
660968,592994263,76,44,2,0,72,1171.0,47,44,776.0,0.947368421053,1.0
661043,593051667,2,0,0,0,27,1789.0,0,0,0.0,13.5,1.0
661369,593283916,59,44,2,0,66,2131.0,46,39,1648.0,1.1186440678,1.0
661461,593363131,7,9,0,0,85,863.0,9,9,159.0,12.1428571429,1.0
661718,593552966,76,93,4,1,108,1571.0,105,99,1465.0,1.42105263158,1.0
662508,594119147,14,0,0,0,90,2084.0,0,0,0.0,6.42857142857,1.0
662813,594330821,40,59,4,0,113,1280.0,70,67,639.0,2.825,1.0
663038,594530353,76,38,3,0,84,1726.0,42,39,925.0,1.10526315789,1.0
663765,595109600,14,3,0,0,36,2582.0,3,3,155.0,2.57142857143,1.0
663774,595119638,48,1,0,0,53,4890.0,1,1,15.0,1.10416666667,1.0
664585,595737429,28,7,2,0,72,2969.0,9,9,299.0,2.57142857143,1.0
664698,595815238,46,64,1,0,169,4264.0,66,49,2548.0,3.67391304348,1.0
664752,595851232,34,52,4,0,217,3152.0,57,54,596.0,6.38235294118,1.0
665063,596077562,54,22,1,0,231,4871.0,23,22,475.0,4.27777777778,1.0
665307,596270582,1,0,0,0,6,525.0,0,0,0.0,6.0,1.0
665371,596336429,72,22,3,0,115,1505.0,27,26,399.0,1.59722222222,1.0
665451,596397178,8,3,0,0,122,4094.0,3,3,52.0,15.25,1.0
665995,596793047,37,15,0,0,39,1846.0,18,18,1215.0,1.05405405405,1.0
666462,597161359,79,110,11,6,167,2164.0,140,131,1838.0,2.11392405063,1.0
667420,597867386,51,49,5,0,127,1461.0,60,51,742.0,2.49019607843,1.0
667697,598079951,80,32,1,0,170,1367.0,35,32,396.0,2.125,1.0
667893,598224056,38,15,1,0,134,1458.0,16,13,178.0,3.52631578947,1.0
667921,598255280,75,50,7,2,108,1316.0,60,59,697.0,1.44,1.0
668549,598695621,44,12,1,0,133,1420.0,13,13,210.0,3.02272727273,1.0
668800,598871935,43,24,2,0,130,6059.0,26,26,929.0,3.02325581395,1.0
668938,598960916,43,1,0,0,66,4267.0,1,1,26.0,1.53488372093,1.0
669297,599211012,61,1,0,0,3,3200.0,1,1,600.0,0.0491803278689,1.0
669371,599266782,33,32,3,0,179,4914.0,36,30,1149.0,5.42424242424,1.0
669708,599504414,28,92,5,0,120,2654.0,97,88,2069.0,4.28571428571,1.0
670147,599825730,23,0,0,0,79,3313.0,0,0,0.0,3.4347826087,1.0
670303,599951858,74,21,3,0,57,2521.0,25,21,1539.0,0.77027027027,1.0
670519,600104991,1,0,0,0,7,73.0,0,0,0.0,7.0,1.0
670606,600176552,81,33,3,0,346,3390.0,39,36,329.0,4.27160493827,1.0
671176,600598436,57,42,7,0,100,2193.0,51,51,1066.0,1.75438596491,1.0
671507,600849503,23,11,0,0,16,3117.0,11,10,870.0,0.695652173913,1.0
672372,601476909,13,4,0,0,43,2293.0,4,4,150.0,3.30769230769,1.0
672502,601577074,69,4,0,0,50,3041.0,4,4,335.0,0.724637681159,1.0
672534,601600897,57,38,0,0,152,1794.0,38,37,478.0,2.66666666667,1.0
672678,601709019,73,45,0,0,47,1027.0,47,46,1027.0,0.643835616438,1.0
672733,601749533,9,0,0,0,106,1459.0,0,0,0.0,11.7777777778,1.0
673468,602300696,1,0,0,0,8,95.0,0,0,0.0,8.0,1.0
673503,602323359,40,4,0,0,97,4112.0,4,4,116.0,2.425,1.0
673581,602388352,77,98,2,1,287,6617.0,102,99,2857.0,3.72727272727,1.0
673626,602414163,14,0,0,0,48,2719.0,0,0,0.0,3.42857142857,1.0
673929,602627055,47,28,0,0,152,3608.0,29,28,1023.0,3.23404255319,1.0
674167,602789893,33,37,3,1,271,1972.0,41,40,568.0,8.21212121212,1.0
674269,602866720,55,9,2,2,86,8908.0,13,13,196.0,1.56363636364,1.0
674462,603018140,3,0,0,0,32,628.0,0,0,0.0,10.6666666667,1.0
674830,603306331,31,19,2,1,140,2446.0,23,22,596.0,4.51612903226,1.0
675041,603458145,24,9,1,0,27,4354.0,10,10,2608.0,1.125,1.0
675092,603487308,47,12,0,0,77,2344.0,12,12,323.0,1.63829787234,1.0
675287,603646001,21,18,1,0,99,1317.0,19,14,265.0,4.71428571429,1.0
675646,603922929,66,23,1,2,93,4624.0,27,25,955.0,1.40909090909,1.0
676477,604540517,80,46,1,2,121,1434.0,51,50,1002.0,1.5125,1.0
676741,604748931,3,0,0,0,31,394.0,0,0,0.0,10.3333333333,1.0
678406,605979956,38,13,0,1,107,1693.0,15,15,130.0,2.81578947368,1.0
678734,606255662,48,23,3,0,82,1673.0,26,26,698.0,1.70833333333,1.0
679384,606727203,9,0,0,0,58,556.0,0,0,0.0,6.44444444444,1.0
680040,607203760,65,69,5,0,76,2375.0,76,76,2375.0,1.16923076923,1.0
680692,607680556,51,85,9,2,132,1592.0,98,90,1322.0,2.58823529412,1.0
680987,607899717,53,38,0,0,91,4450.0,38,35,2221.0,1.71698113208,1.0
681616,608361313,69,46,4,4,59,690.0,57,54,667.0,0.855072463768,1.0
682287,608857381,42,12,1,1,136,2682.0,14,14,270.0,3.2380952381,1.0
682355,608924546,1,0,0,0,27,342.0,0,0,0.0,27.0,1.0
682358,608925829,64,23,2,1,131,2500.0,26,19,849.0,2.046875,1.0
682450,608997308,24,0,0,0,8,4530.0,0,0,0.0,0.333333333333,1.0
682779,609251694,45,15,1,0,138,2063.0,16,16,196.0,3.06666666667,1.0
682919,609352349,79,62,3,1,164,2103.0,72,50,701.0,2.07594936709,1.0
684387,610455467,32,0,0,0,14,11586.0,0,0,0.0,0.4375,1.0
684707,610704691,13,4,0,0,61,912.0,4,4,119.0,4.69230769231,1.0
685161,611046701,66,64,1,0,96,1082.0,67,65,856.0,1.45454545455,1.0
685183,611059975,27,40,1,0,89,676.0,44,41,301.0,3.2962962963,1.0
685641,611403495,75,10,4,0,42,2498.0,14,14,636.0,0.56,1.0
685659,611411814,34,12,2,0,152,2391.0,15,12,190.0,4.47058823529,1.0
685907,611600708,37,52,7,0,62,791.0,60,57,768.0,1.67567567568,1.0
686305,611896065,39,14,1,0,132,1409.0,15,14,209.0,3.38461538462,1.0
686661,612150118,61,11,1,0,83,4277.0,13,13,1148.0,1.3606557377,1.0
686913,612347989,68,4,1,0,10,4720.0,6,5,370.0,0.147058823529,1.0
687993,613148718,25,52,2,0,169,2101.0,55,53,809.0,6.76,1.0
688302,613376949,4,0,0,0,24,422.0,0,0,0.0,6.0,1.0
688334,613405832,18,7,0,1,98,1799.0,8,8,120.0,5.44444444444,1.0
688520,613534191,39,25,3,2,33,940.0,33,33,940.0,0.846153846154,1.0
688558,613567527,27,10,1,0,31,2147.0,11,11,687.0,1.14814814815,1.0
688787,613721809,24,12,1,0,87,2103.0,13,13,292.0,3.625,1.0
689189,614009992,58,21,5,0,133,851.0,42,41,258.0,2.29310344828,1.0
689304,614095168,1,0,0,0,22,895.0,0,0,0.0,22.0,1.0
689572,614273272,33,0,0,0,32,6705.0,0,0,0.0,0.969696969697,1.0
689583,614279042,1,0,0,0,15,252.0,0,0,0.0,15.0,1.0
690099,614667322,59,85,1,0,249,1960.0,90,87,684.0,4.22033898305,1.0
690469,614968061,76,97,5,0,154,1914.0,112,110,1467.0,2.02631578947,1.0
690616,615061180,48,1,0,0,49,4503.0,1,1,100.0,1.02083333333,1.0
690873,615238240,77,56,2,0,177,2711.0,58,55,853.0,2.2987012987,1.0
690969,615307372,59,42,2,0,191,8459.0,45,42,2392.0,3.23728813559,1.0
691240,615500542,61,3,0,0,22,3675.0,3,3,500.0,0.360655737705,1.0
691339,615569849,73,43,1,0,100,1412.0,46,44,499.0,1.3698630137,1.0
691695,615839066,74,25,3,0,88,2310.0,32,32,820.0,1.18918918919,1.0
691709,615849618,52,0,0,0,7,6750.0,0,0,0.0,0.134615384615,1.0
692103,616153590,18,6,0,0,88,1904.0,6,4,98.0,4.88888888889,1.0
692445,616430358,2,0,0,0,18,1200.0,0,0,0.0,9.0,1.0
692533,616492555,60,25,2,0,42,2690.0,27,26,2311.0,0.7,1.0
692708,616635123,77,28,0,0,49,2073.0,28,24,1254.0,0.636363636364,1.0
693047,616899813,6,5,0,0,46,366.0,5,4,16.0,7.66666666667,1.0
693183,617003937,6,0,0,0,144,1367.0,0,0,0.0,24.0,1.0
693565,617290648,74,14,1,0,154,2159.0,18,18,254.0,2.08108108108,1.0
693903,617532679,21,12,0,0,110,913.0,12,12,146.0,5.2380952381,1.0
694228,617769810,81,22,6,1,88,1849.0,30,30,608.0,1.08641975309,1.0
694976,618346640,7,6,2,0,42,475.0,8,8,102.0,6.0,1.0
695470,618714324,71,32,1,0,231,3031.0,33,33,490.0,3.25352112676,1.0
695540,618767765,29,42,2,0,50,980.0,44,43,943.0,1.72413793103,1.0
695578,618792454,64,31,1,1,367,7969.0,33,33,466.0,5.734375,1.0
695973,619075420,40,7,0,0,42,4524.0,7,7,543.0,1.05,1.0
696135,619193429,76,1,2,0,38,3349.0,4,4,194.0,0.5,1.0
696533,619495156,18,30,1,0,63,1094.0,33,30,456.0,3.5,1.0
696576,619523821,62,93,17,4,197,931.0,116,112,504.0,3.17741935484,1.0
697041,619851130,16,1,1,0,84,1300.0,2,2,19.0,5.25,1.0
697321,620049503,63,51,0,0,138,3511.0,52,51,1248.0,2.19047619048,1.0
697421,620118637,1,0,0,0,26,175.0,0,0,0.0,26.0,1.0
698348,620817568,12,4,0,0,103,3101.0,4,4,42.0,8.58333333333,1.0
698779,621136509,10,6,0,0,62,1643.0,6,6,138.0,6.2,1.0
698986,621294457,41,1,1,0,114,2756.0,2,2,34.0,2.78048780488,1.0
699480,621652024,36,14,1,0,93,2835.0,16,15,335.0,2.58333333333,1.0
699832,621932129,78,37,4,0,68,1180.0,43,42,725.0,0.871794871795,1.0
700453,622436511,49,22,2,0,70,2671.0,24,24,865.0,1.42857142857,1.0
701293,623049364,36,20,1,0,171,5280.0,21,21,715.0,4.75,1.0
701455,623177936,32,17,0,0,29,2355.0,17,8,1725.0,0.90625,1.0
702405,623876946,49,13,1,0,61,2861.0,14,14,1199.0,1.24489795918,1.0
702996,624296834,71,47,2,0,129,1982.0,50,49,730.0,1.81690140845,1.0
703117,624394864,15,0,0,0,17,3625.0,0,0,0.0,1.13333333333,1.0
703935,625037247,22,13,1,0,67,2730.0,14,13,419.0,3.04545454545,1.0
704472,625449453,81,5,0,0,69,7098.0,5,5,69.0,0.851851851852,1.0
704486,625459728,67,17,1,1,88,2128.0,19,18,299.0,1.31343283582,1.0
704671,625603612,61,40,1,0,77,1470.0,44,41,917.0,1.26229508197,1.0
705147,625976313,5,0,0,0,8,3342.0,0,0,0.0,1.6,1.0
705225,626025762,75,61,2,0,117,3585.0,64,59,1653.0,1.56,1.0
705600,626294214,79,48,3,0,64,935.0,52,52,825.0,0.810126582278,1.0
706348,626820926,59,41,2,0,44,1734.0,44,30,1734.0,0.745762711864,1.0
706534,626954691,68,48,3,0,111,1385.0,52,51,756.0,1.63235294118,1.0
706553,626971307,32,5,1,0,8,2947.0,7,7,2047.0,0.25,1.0
706758,627120210,66,29,3,1,88,2001.0,37,37,731.0,1.33333333333,1.0
707060,627354972,57,6,1,0,92,9719.0,7,7,151.0,1.61403508772,1.0
707794,627881364,1,0,0,0,17,170.0,0,0,0.0,17.0,1.0
707905,627968138,9,5,0,0,55,454.0,5,5,38.0,6.11111111111,1.0
708304,628235838,78,18,3,0,97,4103.0,21,21,1216.0,1.24358974359,1.0
708410,628314008,7,0,0,0,53,1236.0,0,0,0.0,7.57142857143,1.0
710550,629910624,13,2,0,0,53,1541.0,2,2,60.0,4.07692307692,1.0
711398,630529531,1,0,0,0,10,130.0,0,0,0.0,10.0,1.0
711434,630548667,56,46,12,1,255,3708.0,64,63,932.0,4.55357142857,1.0
711762,630816556,72,4,0,0,41,3800.0,4,4,135.0,0.569444444444,1.0
712066,631020230,57,19,0,0,164,1741.0,19,19,304.0,2.87719298246,1.0
712348,631229571,35,46,3,0,141,1776.0,55,52,578.0,4.02857142857,1.0
713422,632062231,39,114,15,3,163,3151.0,132,127,2738.0,4.17948717949,1.0
713861,632430561,53,60,6,0,113,1029.0,67,64,529.0,2.1320754717,1.0
713959,632502276,13,9,0,0,63,1831.0,9,9,189.0,4.84615384615,1.0
714678,633035811,9,6,0,0,50,426.0,6,6,45.0,5.55555555556,1.0
714788,633106985,14,9,2,0,100,2077.0,11,10,456.0,7.14285714286,1.0
714867,633163729,55,60,4,2,125,1843.0,73,71,1071.0,2.27272727273,1.0
715237,633423138,55,2,0,1,89,11370.0,5,5,575.0,1.61818181818,1.0
715449,633584975,20,69,14,4,102,1064.0,97,97,1010.0,5.1,1.0
715721,633795517,56,52,3,1,67,1815.0,67,67,1815.0,1.19642857143,1.0
716235,634166760,23,10,0,0,90,1653.0,10,10,214.0,3.91304347826,1.0
716419,634289134,49,23,3,0,149,2980.0,28,26,707.0,3.04081632653,1.0
716706,634494170,1,0,0,0,15,117.0,0,0,0.0,15.0,1.0
716733,634517356,36,16,1,0,117,4310.0,17,16,389.0,3.25,1.0
716933,634658747,37,95,7,2,179,4485.0,105,94,1889.0,4.83783783784,1.0
717484,635056317,79,5,0,0,73,3289.0,6,6,230.0,0.924050632911,1.0
717667,635191664,51,0,0,0,71,21621.0,0,0,0.0,1.39215686275,1.0
717830,635313312,70,16,0,0,80,2483.0,17,17,779.0,1.14285714286,1.0
718091,635492875,30,12,2,0,128,1905.0,14,14,252.0,4.26666666667,1.0
719094,636279333,48,15,0,0,108,1971.0,15,15,242.0,2.25,1.0
719820,636813594,24,23,7,2,341,2272.0,47,47,386.0,14.2083333333,1.0
719867,636850338,32,22,1,1,61,3834.0,25,25,977.0,1.90625,1.0
720140,637048934,19,5,0,0,64,1738.0,5,5,131.0,3.36842105263,1.0
720350,637213167,31,18,3,1,135,1286.0,23,22,362.0,4.35483870968,1.0
720808,637559829,74,8,0,0,78,4567.0,8,8,288.0,1.05405405405,1.0
721733,638246341,46,73,8,0,318,2818.0,85,82,776.0,6.91304347826,1.0
721780,638276496,7,8,0,0,36,535.0,8,8,183.0,5.14285714286,1.0
722049,638464354,55,8,0,0,156,3986.0,10,8,235.0,2.83636363636,1.0
723163,639262030,29,36,7,2,329,3071.0,49,49,425.0,11.3448275862,1.0
723539,639510737,39,15,0,0,116,8944.0,16,16,851.0,2.97435897436,1.0
724090,639938711,64,7,0,0,78,8345.0,9,8,575.0,1.21875,1.0
724230,640030931,76,21,3,1,35,3200.0,26,26,2405.0,0.460526315789,1.0
724333,640110911,37,49,3,3,264,3729.0,55,53,851.0,7.13513513514,1.0
724827,640494441,2,0,0,0,37,630.0,0,0,0.0,18.5,1.0
724970,640598530,31,2,0,0,12,3999.0,2,2,365.0,0.387096774194,1.0
726048,641412108,41,56,3,0,99,1718.0,61,59,830.0,2.41463414634,1.0
726476,641734734,64,38,1,0,212,4153.0,41,41,1099.0,3.3125,1.0
726632,641865338,47,6,0,1,120,4674.0,7,7,205.0,2.55319148936,1.0
727426,642430062,79,47,0,0,132,2791.0,49,49,1240.0,1.67088607595,1.0
727963,642830039,13,4,1,0,74,1511.0,5,5,68.0,5.69230769231,1.0
727964,642830620,68,13,3,0,51,2223.0,17,15,683.0,0.75,1.0
728018,642875202,29,3,1,0,62,2238.0,4,4,227.0,2.13793103448,1.0
728143,642979068,18,5,0,0,121,2107.0,5,5,99.0,6.72222222222,1.0
728194,643016854,47,27,0,0,112,2582.0,27,26,690.0,2.3829787234,1.0
728255,643063949,62,31,1,0,68,1935.0,32,30,625.0,1.09677419355,1.0
728380,643154125,1,0,0,0,10,105.0,0,0,0.0,10.0,1.0
729472,643937335,18,28,0,0,131,1771.0,28,24,388.0,7.27777777778,1.0
730877,644945310,2,0,0,0,53,1195.0,0,0,0.0,26.5,1.0
731339,645267419,73,2,0,0,7,4385.0,2,2,850.0,0.0958904109589,1.0
731545,645396728,55,15,2,1,157,2704.0,19,19,331.0,2.85454545455,1.0
731548,645401194,35,24,2,0,119,2942.0,28,28,819.0,3.4,1.0
732075,645811985,79,20,1,1,61,4070.0,23,23,1371.0,0.772151898734,1.0
732878,646367322,66,35,6,2,128,3024.0,43,42,833.0,1.93939393939,1.0
733096,646531812,56,5,0,0,86,3209.0,5,5,273.0,1.53571428571,1.0
733709,647050119,11,1,1,0,18,2920.0,2,2,260.0,1.63636363636,1.0
733979,647235066,8,1,0,0,48,628.0,1,1,13.0,6.0,1.0
734034,647274749,3,0,0,0,60,266.0,0,0,0.0,20.0,1.0
735265,648167779,2,0,0,0,14,192.0,0,0,0.0,7.0,1.0
735707,648518667,9,19,0,0,345,3619.0,19,18,296.0,38.3333333333,1.0
737370,649713159,60,25,5,0,144,1569.0,33,32,377.0,2.4,1.0
737523,649833507,49,28,2,2,160,1359.0,34,33,409.0,3.26530612245,1.0
737837,650074419,76,70,3,2,157,1299.0,77,73,852.0,2.06578947368,1.0
738242,650377142,59,45,1,0,149,934.0,54,52,257.0,2.52542372881,1.0
738527,650597089,2,0,0,0,37,523.0,0,0,0.0,18.5,1.0
738709,650729961,48,0,0,0,43,7320.0,0,0,0.0,0.895833333333,1.0
738965,650909939,79,85,15,5,154,1243.0,112,111,923.0,1.94936708861,1.0
739005,650939572,60,54,1,0,101,1108.0,55,53,631.0,1.68333333333,1.0
739476,651288684,2,0,0,0,13,1825.0,0,0,0.0,6.5,1.0
739918,651607552,19,63,1,0,104,2520.0,66,60,1495.0,5.47368421053,1.0
739922,651617522,58,31,0,0,177,1813.0,32,32,314.0,3.05172413793,1.0
739973,651651999,61,11,1,0,75,2753.0,12,12,509.0,1.22950819672,1.0
741504,652755565,58,55,6,0,338,3040.0,73,72,644.0,5.8275862069,1.0
742438,653458541,67,21,0,0,101,2539.0,21,20,484.0,1.50746268657,1.0
742599,653584470,50,28,4,0,98,1460.0,33,32,427.0,1.96,1.0
742803,653726745,4,0,0,0,26,806.0,0,0,0.0,6.5,1.0
742875,653779950,36,98,0,0,125,988.0,103,92,808.0,3.47222222222,1.0
742937,653830763,43,60,2,2,110,3141.0,68,62,1556.0,2.55813953488,1.0
743647,654385360,47,38,1,1,260,2559.0,40,37,375.0,5.53191489362,1.0
744020,654653931,35,69,3,0,212,1810.0,73,69,570.0,6.05714285714,1.0
744149,654742519,75,11,0,0,119,4352.0,11,11,204.0,1.58666666667,1.0
745866,656051202,66,8,1,0,10,3360.0,9,9,2410.0,0.151515151515,1.0
745942,656112499,73,133,8,0,330,3856.0,162,157,1711.0,4.52054794521,1.0
746472,656520493,62,13,0,1,189,4541.0,14,14,241.0,3.04838709677,1.0
746494,656535888,40,0,0,0,28,5238.0,0,0,0.0,0.7,1.0
747225,657097440,17,10,0,0,89,2710.0,10,10,197.0,5.23529411765,1.0
747394,657242655,3,0,0,0,32,1780.0,0,0,0.0,10.6666666667,1.0
747877,657629819,19,6,1,0,87,1319.0,7,7,141.0,4.57894736842,1.0
747995,657705339,73,42,3,1,118,1937.0,47,43,791.0,1.61643835616,1.0
748221,657892824,39,11,2,0,208,3030.0,15,14,268.0,5.33333333333,1.0
748222,657893536,63,10,2,0,56,5946.0,12,11,480.0,0.888888888889,1.0
748312,657964021,72,118,2,0,191,2816.0,124,104,1769.0,2.65277777778,1.0
748609,658207323,2,0,0,0,20,282.0,0,0,0.0,10.0,1.0
748765,658333837,21,16,0,0,48,3543.0,16,16,1139.0,2.28571428571,1.0
748846,658398133,8,9,0,0,111,1028.0,9,9,34.0,13.875,1.0
749286,658723180,67,42,2,0,46,2087.0,45,42,2047.0,0.686567164179,1.0
749489,658859486,23,15,3,3,37,1012.0,21,20,783.0,1.60869565217,1.0
749751,659075034,59,2,0,0,48,3807.0,2,2,151.0,0.813559322034,1.0
749802,659112432,3,0,0,0,14,2040.0,0,0,0.0,4.66666666667,1.0
750182,659399178,72,72,4,1,122,1239.0,81,74,950.0,1.69444444444,1.0
750226,659443294,23,3,0,0,111,1412.0,3,3,56.0,4.82608695652,1.0
750366,659552055,46,10,1,0,296,3543.0,11,11,109.0,6.4347826087,1.0
751198,660191997,73,21,3,4,88,3338.0,30,28,1148.0,1.20547945205,1.0
751866,660669049,61,3,0,0,56,4610.0,3,3,173.0,0.918032786885,1.0
752004,660750267,19,21,0,0,176,4243.0,22,19,408.0,9.26315789474,1.0
752348,661010615,24,11,2,0,180,3048.0,13,13,236.0,7.5,1.0
752382,661037030,29,10,4,0,54,2005.0,14,13,530.0,1.86206896552,1.0
753014,661484779,19,3,0,0,60,2248.0,3,3,58.0,3.15789473684,1.0
753037,661506149,4,0,0,0,29,206.0,0,0,0.0,7.25,1.0
753139,661568996,62,0,0,0,11,4875.0,0,0,0.0,0.177419354839,1.0
753491,661843123,2,0,0,0,13,345.0,0,0,0.0,6.5,1.0
753510,661858198,80,12,6,2,23,1594.0,22,22,1591.0,0.2875,1.0
753524,661869176,62,8,0,1,81,4619.0,10,10,926.0,1.3064516129,1.0
754265,662439865,56,4,0,0,53,6525.0,7,7,882.0,0.946428571429,1.0
754404,662551777,73,37,0,0,125,5548.0,38,31,1818.0,1.71232876712,1.0
754796,662841621,63,24,1,0,63,1969.0,26,25,446.0,1.0,1.0
754837,662865920,49,64,2,0,91,3076.0,67,65,2279.0,1.85714285714,1.0
754995,662975332,66,19,1,0,212,2428.0,20,19,199.0,3.21212121212,1.0
755520,663371272,46,9,4,3,116,1729.0,16,16,290.0,2.52173913043,1.0
